Start date,Total (grid load) [MWh] Original resolutions,Residual load [MWh] Original resolutions,Hydro pumped storage [MWh] Original resolutions
2023-01-01 00:00:00,9673.00,1842.50,494.00
2023-01-01 00:15:00,9593.50,1691.50,502.50
2023-01-01 00:30:00,9562.00,1442.50,561.00
2023-01-01 00:45:00,9517.50,1598.50,519.25
2023-01-01 01:00:00,9433.25,1325.50,301.00
2023-01-01 01:15:00,9408.50,1177.00,356.50
2023-01-01 01:30:00,9511.00,1307.25,526.00
2023-01-01 01:45:00,9424.50,1075.50,584.25
2023-01-01 02:00:00,9319.25,1080.00,640.50
2023-01-01 02:15:00,9266.75,877.75,728.25
2023-01-01 02:30:00,9211.75,1012.25,789.25
2023-01-01 02:45:00,9142.00,860.25,892.25
2023-01-01 03:00:00,9092.75,1260.25,894.50
2023-01-01 03:15:00,8964.50,1310.50,946.50
2023-01-01 03:30:00,8934.00,1400.00,939.50
2023-01-01 03:45:00,8941.25,1489.00,923.50
2023-01-01 04:00:00,8906.25,1345.75,942.75
2023-01-01 04:15:00,8855.00,1358.00,954.75
2023-01-01 04:30:00,8849.75,1416.25,966.50
2023-01-01 04:45:00,8875.25,1463.75,936.75
2023-01-01 05:00:00,8913.75,1235.00,1063.50
2023-01-01 05:15:00,8913.25,1369.75,1022.00
2023-01-01 05:30:00,8931.50,1478.00,976.25
2023-01-01 05:45:00,8888.75,1428.00,997.75
2023-01-01 06:00:00,8799.00,1258.75,1070.25
2023-01-01 06:15:00,8848.00,1375.75,1082.50
2023-01-01 06:30:00,8788.00,1327.00,1056.50
2023-01-01 06:45:00,8796.75,1377.75,1039.00
2023-01-01 07:00:00,8958.50,1252.00,879.75
2023-01-01 07:15:00,9015.25,1370.75,802.75
2023-01-01 07:30:00,9069.50,1403.50,806.00
2023-01-01 07:45:00,9129.00,1542.50,799.25
2023-01-01 08:00:00,9061.00,1576.00,741.25
2023-01-01 08:15:00,9132.50,1640.25,776.00
2023-01-01 08:30:00,9264.25,1770.00,646.00
2023-01-01 08:45:00,9371.50,1791.50,608.75
2023-01-01 09:00:00,9521.00,1769.00,463.00
2023-01-01 09:15:00,9746.25,1798.50,468.00
2023-01-01 09:30:00,9914.25,1852.75,440.25
2023-01-01 09:45:00,10045.00,1834.75,532.25
2023-01-01 10:00:00,9976.50,1547.00,434.00
2023-01-01 10:15:00,10147.00,1658.25,434.25
2023-01-01 10:30:00,10359.00,1838.25,427.75
2023-01-01 10:45:00,10523.00,1970.75,430.00
2023-01-01 11:00:00,10653.25,2028.50,399.75
2023-01-01 11:15:00,10903.75,2151.75,299.00
2023-01-01 11:30:00,11061.25,2155.75,302.00
2023-01-01 11:45:00,11084.75,2146.75,291.25
2023-01-01 12:00:00,11088.50,2342.50,317.75
2023-01-01 12:15:00,11113.50,2555.25,285.25
2023-01-01 12:30:00,11049.50,2624.25,257.00
2023-01-01 12:45:00,10954.25,2569.50,334.75
2023-01-01 13:00:00,10986.00,2590.75,481.00
2023-01-01 13:15:00,10931.75,2720.00,450.00
2023-01-01 13:30:00,10885.50,2966.50,325.25
2023-01-01 13:45:00,10818.50,3103.75,334.25
2023-01-01 14:00:00,10809.25,2528.25,607.00
2023-01-01 14:15:00,10780.50,2575.00,522.75
2023-01-01 14:30:00,10841.25,2999.75,443.25
2023-01-01 14:45:00,10800.50,3072.75,256.75
2023-01-01 15:00:00,10912.75,3052.00,457.00
2023-01-01 15:15:00,10878.50,3041.25,393.00
2023-01-01 15:30:00,10937.25,3307.50,125.25
2023-01-01 15:45:00,10963.25,3575.75,46.50
2023-01-01 16:00:00,11154.50,4008.75,52.50
2023-01-01 16:15:00,11304.75,4348.25,116.25
2023-01-01 16:30:00,11484.75,4647.25,68.75
2023-01-01 16:45:00,11724.75,5006.50,23.75
2023-01-01 17:00:00,12039.75,5424.00,45.00
2023-01-01 17:15:00,12141.50,5553.50,69.50
2023-01-01 17:30:00,12244.00,5667.50,48.00
2023-01-01 17:45:00,12306.75,5719.50,20.75
2023-01-01 18:00:00,12323.50,5814.50,113.25
2023-01-01 18:15:00,12276.75,5840.50,86.75
2023-01-01 18:30:00,12197.25,5783.75,94.00
2023-01-01 18:45:00,12084.50,5722.00,93.25
2023-01-01 19:00:00,12071.75,5764.50,95.00
2023-01-01 19:15:00,11934.50,5606.75,136.50
2023-01-01 19:30:00,11820.75,5523.25,120.50
2023-01-01 19:45:00,11641.50,5402.25,142.00
2023-01-01 20:00:00,11509.75,5254.25,49.25
2023-01-01 20:15:00,11323.00,5056.75,80.50
2023-01-01 20:30:00,11119.25,4844.50,161.75
2023-01-01 20:45:00,10931.50,4573.75,341.00
2023-01-01 21:00:00,10926.25,4398.75,111.00
2023-01-01 21:15:00,10829.50,4394.50,131.00
2023-01-01 21:30:00,10755.75,4426.75,166.25
2023-01-01 21:45:00,10711.25,4474.75,216.00
2023-01-01 22:00:00,10812.75,4730.00,126.00
2023-01-01 22:15:00,10671.00,4731.00,124.50
2023-01-01 22:30:00,10509.75,4680.00,117.50
2023-01-01 22:45:00,10284.50,4512.50,156.25
2023-01-01 23:00:00,10119.50,4358.75,92.50
2023-01-01 23:15:00,9861.25,4107.75,182.75
2023-01-01 23:30:00,9647.25,3883.50,298.50
2023-01-01 23:45:00,9464.75,3778.75,467.25
2023-01-02 00:00:00,9372.50,3799.75,532.75
2023-01-02 00:15:00,9296.75,3850.50,703.75
2023-01-02 00:30:00,9121.75,3835.75,767.50
2023-01-02 00:45:00,8998.75,3819.00,810.50
2023-01-02 01:00:00,8915.50,3696.25,744.00
2023-01-02 01:15:00,8822.50,3558.75,901.50
2023-01-02 01:30:00,8821.00,3602.75,947.50
2023-01-02 01:45:00,8864.75,3698.00,982.25
2023-01-02 02:00:00,8844.75,3449.25,820.50
2023-01-02 02:15:00,8764.50,3189.00,875.25
2023-01-02 02:30:00,8801.75,3211.25,940.00
2023-01-02 02:45:00,8873.25,3262.75,975.00
2023-01-02 03:00:00,8949.25,3251.50,1027.00
2023-01-02 03:15:00,8966.00,3139.75,1180.75
2023-01-02 03:30:00,9022.50,3099.50,1167.25
2023-01-02 03:45:00,9120.75,3106.25,1201.25
2023-01-02 04:00:00,9237.25,3043.25,1023.50
2023-01-02 04:15:00,9367.25,3090.00,1032.50
2023-01-02 04:30:00,9516.00,3160.50,1104.75
2023-01-02 04:45:00,9675.50,3158.00,1182.50
2023-01-02 05:00:00,9875.00,3368.25,1202.00
2023-01-02 05:15:00,10052.00,3484.25,1295.50
2023-01-02 05:30:00,10296.00,3603.25,1098.00
2023-01-02 05:45:00,10676.00,3805.75,777.75
2023-01-02 06:00:00,11251.00,4188.00,611.75
2023-01-02 06:15:00,11612.25,4414.50,725.25
2023-01-02 06:30:00,11974.00,4725.00,671.75
2023-01-02 06:45:00,12232.25,4912.25,439.25
2023-01-02 07:00:00,12604.25,5172.25,332.75
2023-01-02 07:15:00,12913.50,5410.25,216.25
2023-01-02 07:30:00,13261.25,5619.75,226.00
2023-01-02 07:45:00,13538.25,5672.00,159.25
2023-01-02 08:00:00,13888.50,5934.75,246.25
2023-01-02 08:15:00,14007.50,5974.25,218.25
2023-01-02 08:30:00,14152.75,5909.00,182.50
2023-01-02 08:45:00,14182.25,5796.00,253.50
2023-01-02 09:00:00,14293.75,5687.50,104.25
2023-01-02 09:15:00,14251.75,5529.50,154.25
2023-01-02 09:30:00,14379.00,5591.50,175.50
2023-01-02 09:45:00,14520.25,5649.50,213.50
2023-01-02 10:00:00,14644.25,5734.50,69.50
2023-01-02 10:15:00,14753.75,5706.75,102.00
2023-01-02 10:30:00,14875.00,5840.75,107.75
2023-01-02 10:45:00,14968.00,5891.25,40.75
2023-01-02 11:00:00,14949.50,5687.75,2.50
2023-01-02 11:15:00,15137.25,5771.00,5.75
2023-01-02 11:30:00,15211.75,5859.00,21.75
2023-01-02 11:45:00,15356.00,5982.25,33.25
2023-01-02 12:00:00,15431.75,5994.50,34.50
2023-01-02 12:15:00,15380.75,6020.25,46.25
2023-01-02 12:30:00,15420.25,6110.00,167.75
2023-01-02 12:45:00,15339.00,6086.00,148.25
2023-01-02 13:00:00,15238.00,6003.25,85.50
2023-01-02 13:15:00,15133.75,6087.50,116.50
2023-01-02 13:30:00,15102.25,6233.75,121.25
2023-01-02 13:45:00,14974.00,6223.75,98.00
2023-01-02 14:00:00,14833.25,6165.00,170.75
2023-01-02 14:15:00,14777.75,6185.00,82.50
2023-01-02 14:30:00,14808.50,6432.25,37.25
2023-01-02 14:45:00,14768.75,6669.25,24.00
2023-01-02 15:00:00,14872.75,7052.25,38.75
2023-01-02 15:15:00,14756.25,7165.75,37.75
2023-01-02 15:30:00,14684.50,7228.00,70.00
2023-01-02 15:45:00,14700.50,7270.50,28.50
2023-01-02 16:00:00,14795.00,7436.50,72.50
2023-01-02 16:15:00,14918.00,7741.75,35.00
2023-01-02 16:30:00,15000.00,7842.25,58.50
2023-01-02 16:45:00,15172.50,8046.00,28.25
2023-01-02 17:00:00,15311.25,8166.25,13.25
2023-01-02 17:15:00,15283.25,8107.50,26.75
2023-01-02 17:30:00,15256.50,8015.75,60.75
2023-01-02 17:45:00,15243.00,7889.00,132.75
2023-01-02 18:00:00,15268.50,7932.50,59.50
2023-01-02 18:15:00,15184.75,7893.75,44.25
2023-01-02 18:30:00,15105.00,7841.50,58.00
2023-01-02 18:45:00,15092.00,7769.75,85.25
2023-01-02 19:00:00,15038.25,7714.75,36.75
2023-01-02 19:15:00,15001.00,7763.75,33.50
2023-01-02 19:30:00,14847.25,7677.00,42.25
2023-01-02 19:45:00,14697.50,7638.75,44.25
2023-01-02 20:00:00,14421.50,7431.00,37.75
2023-01-02 20:15:00,14103.50,7107.50,149.75
2023-01-02 20:30:00,13834.50,6873.50,197.75
2023-01-02 20:45:00,13641.50,6656.50,292.50
2023-01-02 21:00:00,13555.75,6692.25,59.50
2023-01-02 21:15:00,13382.00,6633.00,78.75
2023-01-02 21:30:00,13204.25,6568.50,155.75
2023-01-02 21:45:00,13012.25,6466.75,212.25
2023-01-02 22:00:00,12843.75,6420.50,20.25
2023-01-02 22:15:00,12671.50,6281.00,43.00
2023-01-02 22:30:00,12451.00,6097.00,33.75
2023-01-02 22:45:00,12223.25,5877.25,140.50
2023-01-02 23:00:00,12027.75,5797.50,62.00
2023-01-02 23:15:00,11876.75,5671.25,270.50
2023-01-02 23:30:00,11685.00,5574.00,385.75
2023-01-02 23:45:00,11514.00,5503.00,594.25
2023-01-03 00:00:00,11302.50,5429.25,630.25
2023-01-03 00:15:00,11112.00,5237.75,743.00
2023-01-03 00:30:00,10976.50,5113.25,959.00
2023-01-03 00:45:00,10847.25,5091.00,1005.50
2023-01-03 01:00:00,10711.25,5067.00,669.75
2023-01-03 01:15:00,10586.25,4977.50,792.75
2023-01-03 01:30:00,10553.50,5058.25,847.00
2023-01-03 01:45:00,10532.50,5086.00,879.75
2023-01-03 02:00:00,10467.00,5075.75,1295.75
2023-01-03 02:15:00,10418.25,5174.75,1312.50
2023-01-03 02:30:00,10476.00,5361.50,1359.00
2023-01-03 02:45:00,10455.25,5492.50,1316.75
2023-01-03 03:00:00,10444.75,5572.75,1338.50
2023-01-03 03:15:00,10408.00,5559.50,1311.00
2023-01-03 03:30:00,10471.00,5683.00,1290.25
2023-01-03 03:45:00,10526.00,5804.75,1190.25
2023-01-03 04:00:00,10683.00,6078.00,1329.75
2023-01-03 04:15:00,10798.75,6336.50,1273.75
2023-01-03 04:30:00,10962.25,6500.25,1210.25
2023-01-03 04:45:00,11025.00,6674.50,1122.75
2023-01-03 05:00:00,11218.75,7008.00,903.75
2023-01-03 05:15:00,11350.50,7182.75,716.25
2023-01-03 05:30:00,11496.25,7394.25,539.75
2023-01-03 05:45:00,11799.00,7812.25,435.00
2023-01-03 06:00:00,12279.75,8304.00,362.50
2023-01-03 06:15:00,12558.50,8619.00,134.00
2023-01-03 06:30:00,12857.00,9021.75,70.50
2023-01-03 06:45:00,13159.50,9408.50,51.75
2023-01-03 07:00:00,13537.25,9827.25,64.50
2023-01-03 07:15:00,13895.00,10231.50,77.00
2023-01-03 07:30:00,14130.50,10439.75,40.00
2023-01-03 07:45:00,14330.25,10698.25,49.25
2023-01-03 08:00:00,14475.75,10906.25,37.50
2023-01-03 08:15:00,14556.00,11006.75,23.75
2023-01-03 08:30:00,14652.00,11124.50,2.25
2023-01-03 08:45:00,14680.50,11044.00,1.75
2023-01-03 09:00:00,14707.00,10928.00,20.25
2023-01-03 09:15:00,14864.25,11020.50,31.75
2023-01-03 09:30:00,14904.75,10854.00,32.00
2023-01-03 09:45:00,14887.25,10562.25,10.50
2023-01-03 10:00:00,14931.50,10443.25,3.25
2023-01-03 10:15:00,14995.50,10441.00,1.00
2023-01-03 10:30:00,15037.25,10291.25,29.50
2023-01-03 10:45:00,15093.00,10193.25,21.25
2023-01-03 11:00:00,15112.25,10059.00,23.00
2023-01-03 11:15:00,15218.50,10030.75,13.25
2023-01-03 11:30:00,15306.00,10011.75,1.50
2023-01-03 11:45:00,15328.00,9990.00,1.25
2023-01-03 12:00:00,15237.50,9890.00,1.25
2023-01-03 12:15:00,15193.75,9901.50,1.75
2023-01-03 12:30:00,15172.25,9945.25,2.00
2023-01-03 12:45:00,15089.25,9925.00,1.25
2023-01-03 13:00:00,14949.00,9885.00,1.00
2023-01-03 13:15:00,14821.50,9871.25,2.00
2023-01-03 13:30:00,14734.75,9912.00,2.25
2023-01-03 13:45:00,14712.75,10021.75,2.50
2023-01-03 14:00:00,14657.25,10145.75,3.00
2023-01-03 14:15:00,14613.75,10325.25,3.00
2023-01-03 14:30:00,14569.25,10442.75,1.25
2023-01-03 14:45:00,14568.25,10662.50,1.25
2023-01-03 15:00:00,14590.25,10872.75,1.25
2023-01-03 15:15:00,14502.50,10996.75,1.25
2023-01-03 15:30:00,14511.75,11186.75,1.25
2023-01-03 15:45:00,14463.75,11185.75,1.25
2023-01-03 16:00:00,14635.25,11417.50,1.25
2023-01-03 16:15:00,14730.50,11502.50,1.25
2023-01-03 16:30:00,14900.25,11617.75,1.25
2023-01-03 16:45:00,15058.00,11639.25,11.75
2023-01-03 17:00:00,15314.00,11661.75,21.50
2023-01-03 17:15:00,15443.75,11547.00,18.25
2023-01-03 17:30:00,15586.50,11447.75,16.50
2023-01-03 17:45:00,15570.25,11265.50,17.00
2023-01-03 18:00:00,15418.50,10978.50,23.00
2023-01-03 18:15:00,15389.25,10781.50,17.00
2023-01-03 18:30:00,15414.75,10584.75,32.25
2023-01-03 18:45:00,15323.00,10302.00,35.25
2023-01-03 19:00:00,15210.25,10027.75,8.50
2023-01-03 19:15:00,15001.00,9635.50,5.00
2023-01-03 19:30:00,14855.75,9254.50,112.75
2023-01-03 19:45:00,14676.25,8916.00,185.00
2023-01-03 20:00:00,14478.00,8481.75,33.50
2023-01-03 20:15:00,14240.75,8037.50,61.50
2023-01-03 20:30:00,14048.50,7637.25,109.75
2023-01-03 20:45:00,13840.50,7318.25,207.75
2023-01-03 21:00:00,13641.00,6972.50,108.75
2023-01-03 21:15:00,13471.50,6687.00,145.50
2023-01-03 21:30:00,13351.25,6410.00,251.25
2023-01-03 21:45:00,13205.25,6227.75,416.50
2023-01-03 22:00:00,13172.75,6192.25,201.25
2023-01-03 22:15:00,13004.00,5899.25,145.25
2023-01-03 22:30:00,12753.50,5533.50,176.25
2023-01-03 22:45:00,12540.00,5234.00,348.75
2023-01-03 23:00:00,12359.25,4958.75,339.25
2023-01-03 23:15:00,12112.00,4528.75,242.25
2023-01-03 23:30:00,12035.75,4321.25,320.00
2023-01-03 23:45:00,11845.00,3987.75,383.75
2023-01-04 00:00:00,11733.50,3696.75,739.75
2023-01-04 00:15:00,11650.75,3527.75,807.00
2023-01-04 00:30:00,11408.00,3197.75,865.00
2023-01-04 00:45:00,11372.25,3097.75,902.00
2023-01-04 01:00:00,11241.25,2744.75,919.75
2023-01-04 01:15:00,11176.25,2490.25,1019.50
2023-01-04 01:30:00,11174.25,2415.00,1071.75
2023-01-04 01:45:00,11150.00,2351.50,1160.50
2023-01-04 02:00:00,11063.50,2239.75,1303.00
2023-01-04 02:15:00,11051.00,2185.50,1455.75
2023-01-04 02:30:00,11076.00,2209.75,1443.25
2023-01-04 02:45:00,11069.25,2286.25,1433.75
2023-01-04 03:00:00,11131.50,2656.50,1450.75
2023-01-04 03:15:00,11243.00,2680.50,1594.00
2023-01-04 03:30:00,11342.25,2737.50,1580.75
2023-01-04 03:45:00,11433.00,2888.25,1573.25
2023-01-04 04:00:00,11592.25,3101.00,1686.75
2023-01-04 04:15:00,11673.25,2984.25,1741.75
2023-01-04 04:30:00,11766.25,2923.25,1744.00
2023-01-04 04:45:00,11893.25,2929.50,1693.00
2023-01-04 05:00:00,12186.75,2704.00,1729.75
2023-01-04 05:15:00,12248.25,2602.00,1650.75
2023-01-04 05:30:00,12485.00,2595.00,1597.00
2023-01-04 05:45:00,12848.50,2550.00,1567.50
2023-01-04 06:00:00,13499.00,2575.75,1250.00
2023-01-04 06:15:00,13808.00,2378.00,1070.25
2023-01-04 06:30:00,14052.25,2479.50,966.50
2023-01-04 06:45:00,14342.50,2634.50,775.75
2023-01-04 07:00:00,14629.75,2765.50,503.25
2023-01-04 07:15:00,14933.75,3022.00,366.75
2023-01-04 07:30:00,15137.00,3223.25,354.25
2023-01-04 07:45:00,15384.00,3440.25,331.75
2023-01-04 08:00:00,15650.50,3684.25,163.25
2023-01-04 08:15:00,15783.25,3758.75,112.50
2023-01-04 08:30:00,15869.00,3751.75,146.25
2023-01-04 08:45:00,15844.25,3676.75,212.75
2023-01-04 09:00:00,15852.75,3629.50,130.50
2023-01-04 09:15:00,15979.50,3645.00,145.50
2023-01-04 09:30:00,16130.50,3650.25,157.00
2023-01-04 09:45:00,16219.25,3585.50,169.75
2023-01-04 10:00:00,16269.25,3646.25,216.00
2023-01-04 10:15:00,16341.00,3663.50,229.00
2023-01-04 10:30:00,16442.25,3691.50,193.00
2023-01-04 10:45:00,16505.25,3755.50,176.50
2023-01-04 11:00:00,16617.00,3838.00,154.75
2023-01-04 11:15:00,16676.25,3911.00,93.50
2023-01-04 11:30:00,16766.00,4005.50,101.00
2023-01-04 11:45:00,16832.75,4090.00,85.00
2023-01-04 12:00:00,16829.75,4019.50,96.75
2023-01-04 12:15:00,16809.75,3903.00,97.00
2023-01-04 12:30:00,16787.75,3862.50,77.25
2023-01-04 12:45:00,16670.50,3726.25,97.75
2023-01-04 13:00:00,16612.50,3654.25,97.00
2023-01-04 13:15:00,16607.00,3629.75,83.50
2023-01-04 13:30:00,16468.00,3529.50,84.75
2023-01-04 13:45:00,16247.00,3404.00,122.25
2023-01-04 14:00:00,16210.50,3417.00,236.75
2023-01-04 14:15:00,16240.00,3485.75,160.25
2023-01-04 14:30:00,16284.00,3553.75,139.25
2023-01-04 14:45:00,16273.75,3591.25,150.50
2023-01-04 15:00:00,16153.75,3513.25,167.50
2023-01-04 15:15:00,16122.25,3538.50,139.00
2023-01-04 15:30:00,16089.50,3559.50,130.75
2023-01-04 15:45:00,16049.75,3579.25,77.75
2023-01-04 16:00:00,16011.00,3614.25,59.00
2023-01-04 16:15:00,16073.25,3778.50,41.75
2023-01-04 16:30:00,16206.75,3926.00,28.75
2023-01-04 16:45:00,16328.50,4010.50,44.50
2023-01-04 17:00:00,16509.25,4166.50,24.50
2023-01-04 17:15:00,16655.00,4186.75,32.50
2023-01-04 17:30:00,16700.50,4206.00,41.25
2023-01-04 17:45:00,16741.75,4273.25,33.00
2023-01-04 18:00:00,16690.75,4232.75,83.00
2023-01-04 18:15:00,16600.25,4233.25,91.75
2023-01-04 18:30:00,16522.50,4104.75,78.75
2023-01-04 18:45:00,16334.50,3950.00,101.25
2023-01-04 19:00:00,16285.00,3900.25,151.00
2023-01-04 19:15:00,16063.50,3673.50,203.50
2023-01-04 19:30:00,15909.75,3509.00,225.50
2023-01-04 19:45:00,15748.25,3380.50,353.00
2023-01-04 20:00:00,15504.75,3172.25,357.50
2023-01-04 20:15:00,15220.75,2857.00,405.25
2023-01-04 20:30:00,14940.00,2622.25,529.50
2023-01-04 20:45:00,14697.50,2412.75,693.00
2023-01-04 21:00:00,14586.25,2262.00,799.50
2023-01-04 21:15:00,14404.00,2101.75,873.25
2023-01-04 21:30:00,14199.75,1871.75,1156.50
2023-01-04 21:45:00,14052.25,1766.75,1286.75
2023-01-04 22:00:00,13876.75,1907.75,969.50
2023-01-04 22:15:00,13752.25,1757.00,1114.75
2023-01-04 22:30:00,13589.75,1557.25,1319.50
2023-01-04 22:45:00,13365.50,1360.25,1521.50
2023-01-04 23:00:00,13132.75,1228.00,1276.50
2023-01-04 23:15:00,12976.75,1186.50,1383.75
2023-01-04 23:30:00,12829.50,1157.50,1506.50
2023-01-04 23:45:00,12496.50,912.00,1576.75
2023-01-05 00:00:00,11919.25,1008.75,1528.75
2023-01-05 00:15:00,11740.50,1224.75,1511.75
2023-01-05 00:30:00,11592.50,1354.25,1559.00
2023-01-05 00:45:00,11426.25,1380.75,1552.75
2023-01-05 01:00:00,11272.50,1240.25,1464.50
2023-01-05 01:15:00,11200.25,1119.75,1565.25
2023-01-05 01:30:00,11081.00,1038.00,1569.75
2023-01-05 01:45:00,11055.25,1111.00,1593.75
2023-01-05 02:00:00,11130.75,1316.25,1632.75
2023-01-05 02:15:00,11116.00,1317.00,1653.00
2023-01-05 02:30:00,11200.25,1234.50,1761.25
2023-01-05 02:45:00,11213.00,1271.00,1772.75
2023-01-05 03:00:00,11248.25,1435.50,1724.50
2023-01-05 03:15:00,11235.00,1415.75,1719.25
2023-01-05 03:30:00,11254.75,1391.50,1774.00
2023-01-05 03:45:00,11305.75,1480.75,1767.00
2023-01-05 04:00:00,11424.00,1470.00,1694.25
2023-01-05 04:15:00,11470.25,1314.75,1648.50
2023-01-05 04:30:00,11569.50,1281.75,1673.75
2023-01-05 04:45:00,11709.25,1320.50,1626.00
2023-01-05 05:00:00,11842.50,1158.25,1433.00
2023-01-05 05:15:00,11942.75,1180.25,1335.25
2023-01-05 05:30:00,12094.50,1391.25,1018.50
2023-01-05 05:45:00,12393.00,1677.00,857.75
2023-01-05 06:00:00,12823.25,2160.50,600.25
2023-01-05 06:15:00,13116.50,2338.25,333.25
2023-01-05 06:30:00,13421.00,2630.25,289.00
2023-01-05 06:45:00,13751.25,2993.50,217.25
2023-01-05 07:00:00,14415.00,3727.00,382.25
2023-01-05 07:15:00,14662.25,3948.00,269.00
2023-01-05 07:30:00,14906.50,4183.00,208.75
2023-01-05 07:45:00,15116.25,4502.25,128.50
2023-01-05 08:00:00,15380.25,4758.25,174.25
2023-01-05 08:15:00,15315.00,4882.75,32.50
2023-01-05 08:30:00,15324.50,5135.75,8.50
2023-01-05 08:45:00,15405.00,5421.50,6.50
2023-01-05 09:00:00,15495.25,5451.75,3.75
2023-01-05 09:15:00,15542.00,5601.50,3.50
2023-01-05 09:30:00,15522.25,5739.75,12.25
2023-01-05 09:45:00,15555.00,5862.25,6.00
2023-01-05 10:00:00,15590.25,6036.25,3.00
2023-01-05 10:15:00,15638.50,6053.50,3.50
2023-01-05 10:30:00,15599.75,6007.75,2.50
2023-01-05 10:45:00,15696.75,6098.75,3.00
2023-01-05 11:00:00,15829.50,6220.75,10.50
2023-01-05 11:15:00,15948.25,6321.00,33.50
2023-01-05 11:30:00,16085.25,6530.00,18.00
2023-01-05 11:45:00,16088.50,6640.75,16.50
2023-01-05 12:00:00,16097.25,6651.75,16.25
2023-01-05 12:15:00,16080.75,6768.25,9.50
2023-01-05 12:30:00,16058.00,6989.75,12.50
2023-01-05 12:45:00,16002.00,7131.25,6.25
2023-01-05 13:00:00,15855.50,7172.00,11.25
2023-01-05 13:15:00,15715.75,7372.00,14.50
2023-01-05 13:30:00,15545.00,7617.75,11.25
2023-01-05 13:45:00,15344.25,7745.50,5.00
2023-01-05 14:00:00,15238.75,7984.00,53.75
2023-01-05 14:15:00,15246.75,8321.75,58.50
2023-01-05 14:30:00,15246.75,8698.75,24.75
2023-01-05 14:45:00,15183.75,8973.50,23.00
2023-01-05 15:00:00,15161.75,9298.00,70.25
2023-01-05 15:15:00,15000.50,9466.75,59.75
2023-01-05 15:30:00,14913.50,9775.75,38.00
2023-01-05 15:45:00,14837.25,10021.75,19.50
2023-01-05 16:00:00,14883.00,10322.00,71.25
2023-01-05 16:15:00,14946.25,10630.25,45.25
2023-01-05 16:30:00,15074.25,10949.25,47.50
2023-01-05 16:45:00,15210.25,11215.00,22.50
2023-01-05 17:00:00,15412.50,11550.75,27.75
2023-01-05 17:15:00,15575.50,11769.25,9.00
2023-01-05 17:30:00,15630.25,11871.50,10.00
2023-01-05 17:45:00,15664.00,11974.50,20.00
2023-01-05 18:00:00,15606.75,12047.50,6.00
2023-01-05 18:15:00,15525.00,12075.00,7.25
2023-01-05 18:30:00,15455.75,12102.50,7.00
2023-01-05 18:45:00,15380.50,12074.00,5.25
2023-01-05 19:00:00,15199.50,11900.25,20.00
2023-01-05 19:15:00,15025.25,11731.25,15.75
2023-01-05 19:30:00,14856.25,11585.50,12.00
2023-01-05 19:45:00,14667.75,11400.75,11.50
2023-01-05 20:00:00,14467.75,11190.75,21.00
2023-01-05 20:15:00,14261.50,11066.50,14.75
2023-01-05 20:30:00,13978.25,10837.00,1.25
2023-01-05 20:45:00,13743.75,10582.25,12.75
2023-01-05 21:00:00,13504.50,10299.75,29.50
2023-01-05 21:15:00,13288.50,10082.75,14.75
2023-01-05 21:30:00,13108.50,9830.25,16.50
2023-01-05 21:45:00,12887.25,9523.00,42.25
2023-01-05 22:00:00,12796.00,9319.75,53.25
2023-01-05 22:15:00,12604.25,9103.50,55.25
2023-01-05 22:30:00,12403.00,8847.75,51.75
2023-01-05 22:45:00,12171.00,8551.75,177.25
2023-01-05 23:00:00,11843.75,8161.50,115.00
2023-01-05 23:15:00,11679.75,7965.25,187.25
2023-01-05 23:30:00,11606.75,7839.75,394.50
2023-01-05 23:45:00,11457.00,7622.00,700.50
2023-01-06 00:00:00,11219.50,7245.50,174.00
2023-01-06 00:15:00,11060.00,6968.75,240.50
2023-01-06 00:30:00,10896.25,6689.75,280.75
2023-01-06 00:45:00,10786.25,6458.75,393.25
2023-01-06 01:00:00,10576.50,6161.50,260.25
2023-01-06 01:15:00,10498.00,5994.25,459.00
2023-01-06 01:30:00,10525.25,5895.00,730.50
2023-01-06 01:45:00,10495.75,5748.25,922.00
2023-01-06 02:00:00,10427.50,5511.50,679.75
2023-01-06 02:15:00,10380.25,5354.25,946.75
2023-01-06 02:30:00,10397.25,5197.50,1116.75
2023-01-06 02:45:00,10379.75,5031.25,1182.50
2023-01-06 03:00:00,10458.50,4960.25,1410.00
2023-01-06 03:15:00,10547.75,4951.50,1545.75
2023-01-06 03:30:00,10628.25,4913.00,1552.00
2023-01-06 03:45:00,10662.25,4788.75,1539.50
2023-01-06 04:00:00,10767.00,4792.75,1627.75
2023-01-06 04:15:00,10872.25,4736.50,1661.75
2023-01-06 04:30:00,10986.50,4652.75,1685.50
2023-01-06 04:45:00,11077.25,4621.25,1675.00
2023-01-06 05:00:00,11312.50,4724.50,1666.75
2023-01-06 05:15:00,11382.00,4684.25,1723.25
2023-01-06 05:30:00,11496.50,4683.75,1664.00
2023-01-06 05:45:00,11725.50,4719.50,1656.75
2023-01-06 06:00:00,12108.25,5025.50,1250.00
2023-01-06 06:15:00,12463.75,5262.25,916.75
2023-01-06 06:30:00,12570.75,5266.00,689.00
2023-01-06 06:45:00,12827.00,5447.00,593.25
2023-01-06 07:00:00,13126.00,5749.25,457.75
2023-01-06 07:15:00,13357.50,5852.50,300.25
2023-01-06 07:30:00,13543.75,5884.25,156.25
2023-01-06 07:45:00,13751.00,5966.25,87.50
